year,transported,tag_id,esu,migration_year,bon,tda,jda,mcn,ice,lmo,lgo,lgr
2004,T,3D9.1BF10F6096,SR_Ch3,2002,1,0,0,0,0,0,0,0
2017,,3DD.0077415486,SR_Ch3,2015,1,1,0,1,1,1,1,1
2012,,3D9.1C2D5244FA,SR_Ch3,2010,1,0,0,1,1,0,0,1
2012,,3D9.1C2D496A39,SR_Ch3,2010,1,0,0,1,1,0,0,1
2017,,3DD.00773EF92B,SR_Ch3,2015,1,0,0,0,0,0,0,0
2005,,3D9.1BF10B3CD0,SR_Ch3,2002,1,0,0,1,1,0,0,0
2010,,3D9.1BF24DF7EB,SR_Ch3,2006,1,0,0,1,1,0,0,1
2012,,3D9.1C2D51EB2A,SR_Ch3,2010,1,0,0,0,0,0,0,0
2015,,3D9.1C2DF645BB,SR_Ch3,2013,1,1,0,0,0,0,0,0
2012,,3D9.1C2C652E70,SR_Ch3,2008,1,0,0,1,1,0,0,1
2010,,3D9.1C2CD8C20B,SR_Ch3,2008,1,0,0,0,0,0,0,0
2009,,3D9.1BF2771A1A,SR_Ch3,2007,1,0,0,1,1,0,0,1
2012,,3D9.1C2D495B2E,SR_Ch3,2010,1,0,0,0,0,0,0,0
2015,,3D9.1C2DE05DE1,SR_Ch3,2012,1,1,0,1,1,1,1,1
2021,,3DD.00778FE8FC,SR_Ch3,2018,1,1,1,1,1,1,1,1
2024,,3DD.003D6F5C4C,SR_Ch3,2021,1,1,0,0,0,0,0,0
2015,T,3D9.1C2DDE8767,SR_Ch3,2012,1,1,0,1,1,1,1,1
2002,,525D192F46,SR_Ch3,1999,1,0,0,0,0,0,0,1
2004,T,3D9.1BF112D83F,SR_Ch3,2002,1,0,0,1,1,0,0,1
2010,,3D9.1C2C5279A5,SR_Ch3,2008,1,0,0,1,1,0,0,1
2024,,3DD.003D6F6F69,SR_Ch3,2021,1,0,0,0,0,0,0,0
2021,,3D9.1BF2785242,SR_Ch3,2018,1,1,0,0,0,0,0,0
2014,,3D9.1C2DD1D1C9,SR_Ch3,2012,1,1,0,1,1,1,1,1
2022,,3DD.003D47905C,SR_Ch3,2020,1,1,1,1,1,1,1,1
2015,T,3D9.1C2DE08037,SR_Ch3,2012,1,1,0,1,1,1,1,1
2008,,3D9.1BF261B071,SR_Ch3,2006,1,0,0,1,1,0,0,1
2023,,3D6.1D597FB100,SR_Ch3,2020,1,1,1,1,1,1,1,1
2012,,3D9.1C2D509D5E,SR_Ch3,2010,1,0,0,1,1,0,0,1
2024,,3DD.003D81E797,SR_Ch3,2021,1,1,1,1,1,1,1,1
2011,,3D9.1C2CC6DE58,SR_Ch3,2008,1,0,0,1,1,0,0,1
2018,,3DD.00776E23F7,SR_Ch3,2016,1,0,0,0,0,0,0,0
2011,,3D9.1C2D012A20,SR_Ch3,2009,1,0,0,1,1,0,0,1
2023,,3DD.003D478B63,SR_Ch3,2020,1,1,1,1,1,1,1,1
2014,,3D9.1C2D51CBB7,SR_Ch3,2011,1,0,0,0,0,0,0,0
2015,,3D9.1C2DF6703D,SR_Ch3,2013,1,1,0,1,1,1,1,1
2014,T,3D9.1C2D7307A2,SR_Ch3,2012,1,1,0,1,1,0,0,0
2012,T,3D9.1C2D5274AF,SR_Ch3,2010,1,0,0,1,1,0,0,1
2014,T,3D9.1C2DEEC520,SR_Ch3,2012,1,1,0,1,1,1,1,1
2013,,3D9.1C2D9D0029,SR_Ch3,2011,1,1,0,1,1,0,0,1
2013,T,3D9.1C2D5FA683,SR_Ch3,2010,1,1,0,1,0,0,0,0
2017,,3DD.00773F723C,SR_Ch3,2015,1,1,0,1,1,1,1,0
2011,,3D9.1C2D04D373,SR_Ch3,2009,1,0,0,0,0,0,0,0
2013,,3D9.1C2D9909C8,SR_Ch3,2011,1,1,0,1,1,0,0,1
2011,,3D9.1C2CD922AA,SR_Ch3,2008,1,0,0,1,1,0,0,1
2015,,384.3B23AAC235,SR_Ch3,2013,1,1,0,1,1,1,1,1
2011,,3D9.1C2D0E1615,SR_Ch3,2009,1,0,0,1,1,0,0,1
2022,,3DD.003D2A43D9,SR_Ch3,2019,1,0,0,0,0,0,0,0
2011,,3D9.1C2C62D7C3,SR_Ch3,2008,1,0,0,1,1,0,0,1
2015,,3D9.1C2DA5D56A,SR_Ch3,2011,1,1,0,1,1,1,1,1
2014,,3D9.1C2DD2830C,SR_Ch3,2012,1,1,0,1,1,1,1,1
2006,,3D9.1BF1CE0ADD,SR_Ch3,2004,1,0,0,1,1,0,0,1
2008,T,3D9.1BF261E3C5,SR_Ch3,2006,1,0,0,1,1,0,0,1
2010,,3D9.1C2CC75244,SR_Ch3,2008,1,0,0,1,1,0,0,1
2012,,3D9.1C2C58FC8F,SR_Ch3,2008,1,0,0,0,0,0,0,0
2013,,3D9.1C2D59B943,SR_Ch3,2010,1,1,0,0,0,0,0,0
2013,,3D9.1C2D93D624,SR_Ch3,2011,1,1,0,0,0,0,0,0
2010,T,3D9.1C2C64F308,SR_Ch3,2008,1,0,0,1,1,0,0,1
2010,,3D9.1BF239592B,SR_Ch3,2006,1,0,0,0,0,0,0,0
2014,,3D9.1C2D9300DA,SR_Ch3,2012,1,1,0,1,1,1,1,1
2014,,3D9.1C2E0A8313,SR_Ch3,2012,1,1,0,1,1,1,1,1
2014,,3D9.1C2DB97A9E,SR_Ch3,2011,1,1,0,1,1,1,1,1
2014,,3D9.1C2D992E40,SR_Ch3,2011,1,0,0,0,0,0,0,0
2015,,3D9.1C2DE6AB5F,SR_Ch3,2012,1,1,0,0,0,0,0,0
2011,,3D9.1C2D0F5946,SR_Ch3,2009,1,0,0,1,1,0,0,1
2014,T,3D9.1C2DD1E914,SR_Ch3,2012,1,1,0,1,1,1,1,0
2013,,3D9.1C2D529D7F,SR_Ch3,2011,1,1,0,1,1,0,0,1
2010,,3D9.1C2C60F47F,SR_Ch3,2008,1,0,0,1,1,0,0,1
2013,,3D9.1C2DCF7945,SR_Ch3,2011,1,1,0,0,0,0,0,0
2015,,3D9.1C2D6B0409,SR_Ch3,2012,1,1,0,1,1,1,1,1
2013,,3D9.1C2D98AA80,SR_Ch3,2011,1,0,0,0,0,0,0,0
2014,,3D9.1C2DD2BA39,SR_Ch3,2012,1,1,0,1,1,1,1,1
2014,,3D9.1C2DC146AE,SR_Ch3,2012,1,1,0,0,0,0,0,0
2013,,3D9.1C2D9868C9,SR_Ch3,2011,1,0,0,0,0,0,0,0
2010,,3D9.1C2C48D648,SR_Ch3,2008,1,0,0,0,0,0,0,0
2012,T,3D9.1C2C407152,SR_Ch3,2010,1,0,0,1,1,0,0,1
2008,T,3D9.1BF26CBE14,SR_Ch3,2006,1,0,0,1,1,0,0,1
2014,,3D9.1C2DA9325A,SR_Ch3,2011,1,0,0,0,0,0,0,0
2012,,3D9.1C2D519B8C,SR_Ch3,2010,1,0,0,1,1,0,0,1
2014,,3D9.1C2DD26F8C,SR_Ch3,2012,1,1,0,1,1,1,1,1
2013,,3D9.1C2D980FC0,SR_Ch3,2011,1,1,0,0,0,0,0,0
2013,,3D9.1C2D990DB6,SR_Ch3,2011,1,1,0,0,0,0,0,0
2008,,3D9.1BF24B2264,SR_Ch3,2006,1,0,0,1,1,0,0,1
2015,,3D9.1C2DDEAA8B,SR_Ch3,2012,1,1,0,1,1,1,1,1
2012,,3D9.1C2D4A9F39,SR_Ch3,2010,1,0,0,1,1,0,0,1
2021,T,3DD.0077C5F14F,SR_Ch3,2018,1,1,1,1,1,1,1,1
2021,,3D6.1D59A1BEAE,SR_Ch3,2019,1,1,1,1,1,1,1,1
2014,,3D9.1C2DD47792,SR_Ch3,2012,1,1,0,1,1,1,1,1
2012,,3D9.1C2D015E39,SR_Ch3,2009,1,0,0,1,1,0,0,1
2012,,3D9.1C2D533B9F,SR_Ch3,2010,1,0,0,1,1,0,0,1
2010,,3D9.1C2CD3AF0C,SR_Ch3,2008,1,0,0,0,0,0,0,0
2014,,3D9.1C2DEEB570,SR_Ch3,2012,1,1,0,1,1,1,1,1
2012,,3D9.1C2D49553D,SR_Ch3,2010,1,0,0,1,1,0,0,1
2012,,3D9.1C2D52D030,SR_Ch3,2010,1,0,0,1,1,0,0,1
2011,,3D9.1C2CC68838,SR_Ch3,2008,1,0,0,1,1,0,0,1
2013,T,3D9.1C2DC62648,SR_Ch3,2011,1,1,0,1,1,0,0,1
2012,,3D9.1C2D6EDE01,SR_Ch3,2010,1,0,0,0,0,0,0,0
2013,,3D9.1C2D99074E,SR_Ch3,2011,1,1,0,1,1,0,0,1
2008,,3D9.1BF26A6D23,SR_Ch3,2006,1,0,0,1,1,0,0,1
2013,,3D9.1C2D5E6B09,SR_Ch3,2011,1,0,0,0,0,0,0,0
2014,,3D9.1C2DD48FA7,SR_Ch3,2012,1,1,0,0,0,0,0,0
2014,,3D9.1C2DF5A819,SR_Ch3,2012,1,1,0,1,1,1,1,1
2015,,3D9.1C2DDED5E2,SR_Ch3,2012,1,0,0,0,0,0,0,0
2023,,3DD.003D81E1BE,SR_Ch3,2021,1,1,1,1,1,1,1,1
2020,,3DD.0077C83893,SR_Ch3,2018,1,1,1,1,1,1,1,1
2024,,3DD.003D6F63C2,SR_Ch3,2021,1,0,0,0,0,0,0,0
2004,T,3D9.1BF10A7E09,SR_Ch3,2002,1,0,0,0,1,0,0,1
2014,,3D9.1C2D95532B,SR_Ch3,2011,1,1,0,1,1,1,1,1
2014,,3D9.1C2DEF4DB8,SR_Ch3,2012,1,0,0,0,0,0,0,0
2011,,3D9.1C2D0AE3BA,SR_Ch3,2009,1,0,0,1,1,0,0,1
2010,T,3D9.1C2C64C2BF,SR_Ch3,2008,1,0,0,1,1,0,0,1
2010,,3D9.1C2C41FDAF,SR_Ch3,2008,1,0,0,1,1,0,0,0
2010,,3D9.1C2C3FB591,SR_Ch3,2008,1,0,0,0,0,0,0,0
2014,,3D9.1C2DD6A34C,SR_Ch3,2012,1,1,0,1,1,1,1,1
2013,,3D9.1C2D7C205B,SR_Ch3,2011,1,1,0,1,1,0,0,1
2010,,3D9.1BF250454C,SR_Ch3,2006,1,0,0,0,0,0,0,0
2015,,3D9.1C2DEF097C,SR_Ch3,2012,1,1,0,1,1,1,1,1
2008,,3D9.1BF26AF31F,SR_Ch3,2006,1,0,0,0,0,0,0,0
2017,,3DD.00773D97D5,SR_Ch3,2015,1,0,0,0,0,0,0,0
2011,T,3D9.1C2D1DE697,SR_Ch3,2009,1,0,0,1,1,0,0,1
2012,,3D9.1C2D535CCD,SR_Ch3,2010,1,0,0,0,0,0,0,0
2017,,3DD.00773FBE37,SR_Ch3,2015,1,1,0,1,1,1,0,0
2010,,3D9.1C2C4C728B,SR_Ch3,2008,1,0,0,1,1,0,0,0
2015,,3D9.1C2D4C4E2E,SR_Ch3,2012,1,1,0,1,1,1,1,1
2008,T,3D9.1BF250B7F8,SR_Ch3,2006,1,0,0,1,1,0,0,1
2013,,3D9.1C2D94F320,SR_Ch3,2011,1,0,0,0,0,0,0,0
2020,,3DD.00778E4F23,SR_Ch3,2018,1,1,1,1,0,0,0,0
2014,T,3D9.1C2DE55C83,SR_Ch3,2012,1,1,0,1,1,1,1,1
2016,,3D9.1C2DD2258D,SR_Ch3,2012,1,1,0,0,0,0,0,0
2014,T,3D9.1C2DA6905E,SR_Ch3,2011,1,0,0,0,0,0,0,0
2013,,3D9.1C2D947A59,SR_Ch3,2011,1,0,0,0,0,0,0,0
2016,,3D9.1C2DEC9B5E,SR_Ch3,2012,1,1,0,0,0,0,0,0
2012,,3D9.1BF276CBB9,SR_Ch3,2008,1,0,0,1,1,0,0,1
2012,,3D9.1C2D4A9C9C,SR_Ch3,2010,1,0,0,1,1,0,0,1
2013,,3D9.1C2DA6B217,SR_Ch3,2011,1,1,0,1,1,0,0,1
2021,T,3DD.0077C9717B,SR_Ch3,2018,1,1,1,1,1,1,1,1
2013,T,3D9.1C2D981503,SR_Ch3,2011,1,1,0,0,0,0,0,0
2023,,3DD.003D4A0758,SR_Ch3,2020,1,1,1,1,1,1,1,1
2013,,3D9.1C2D0A0150,SR_Ch3,2010,1,1,0,1,1,0,0,1
2022,,3D6.1D59798659,SR_Ch3,2020,1,1,1,1,1,1,1,1
2012,,3D9.1C2D494C50,SR_Ch3,2010,1,0,0,1,1,0,0,1
2013,,3D9.1C2D951895,SR_Ch3,2011,1,1,0,1,1,0,0,1
2012,T,3D9.1C2D519EE5,SR_Ch3,2010,1,0,0,1,0,0,0,0
2022,,3D6.1D597F9721,SR_Ch3,2020,1,1,1,1,1,1,1,1
2014,,3D9.1C2D9D0959,SR_Ch3,2011,1,0,0,0,0,0,0,0
2010,,3D9.1C2C5D225D,SR_Ch3,2008,1,0,0,1,1,0,0,1
2016,,3D9.1C2D1EEF58,SR_Ch3,2013,1,1,0,1,1,1,1,1
2014,,3D9.1C2D98BAE6,SR_Ch3,2011,1,1,0,1,1,1,1,1
2013,,3D9.1C2DC19289,SR_Ch3,2011,1,1,0,1,1,0,0,1
2013,,3D9.1C2DC758F5,SR_Ch3,2011,1,1,0,1,1,0,0,1
2024,,3DD.003D96C913,SR_Ch3,2022,1,1,1,1,1,1,1,1
2010,,3D9.1C2CD98028,SR_Ch3,2008,1,0,0,1,1,0,0,1
2017,,3DD.00773F7D1A,SR_Ch3,2015,1,0,0,0,0,0,0,0
2023,,3D6.1D59798731,SR_Ch3,2020,1,1,1,0,0,0,0,0
2014,,3D9.1C2DA6623A,SR_Ch3,2011,1,1,0,1,1,1,1,1
2013,,3D9.1C2DC735D7,SR_Ch3,2011,1,1,0,1,1,0,0,1
2013,,3D9.1C2D4E9205,SR_Ch3,2011,1,1,0,0,0,0,0,0
2014,,3D9.1C2D92B911,SR_Ch3,2011,1,1,0,1,1,1,1,1
2010,,3D9.1C2C58BFA2,SR_Ch3,2008,1,0,0,1,1,0,0,1
2011,,3D9.1C2CC694C9,SR_Ch3,2008,1,0,0,0,0,0,0,0
2013,T,3D9.1C2DC54792,SR_Ch3,2011,1,1,0,1,1,0,0,1
2013,,3D9.1C2D95BF59,SR_Ch3,2011,1,0,0,0,0,0,0,0
2023,,3DD.003D3FDE56,SR_Ch3,2021,1,1,1,1,1,1,0,0
2013,,3D9.1C2D5F9B7C,SR_Ch3,2010,1,1,0,1,1,0,0,1
2015,,384.3B23AB7833,SR_Ch3,2013,1,1,0,1,1,1,1,1
2014,,3D9.1C2DE71092,SR_Ch3,2012,1,1,0,1,1,1,1,1
2011,,3D9.1C2C5BDE69,SR_Ch3,2008,1,0,0,1,1,0,0,1
2010,T,3D9.1C2C520965,SR_Ch3,2008,1,0,0,0,0,0,0,0
2010,,3D9.1C2C600CCE,SR_Ch3,2008,1,0,0,1,1,0,0,1
2013,,3D9.1C2DC712FE,SR_Ch3,2011,1,1,0,1,1,0,0,1
2013,,3D9.1C2D52DC9F,SR_Ch3,2010,1,1,0,1,1,0,0,1
2022,,3DD.003D4A0A3F,SR_Ch3,2020,1,1,1,1,1,1,1,1
2015,T,3D9.1C2DE6C009,SR_Ch3,2012,1,0,0,0,0,0,0,0
2013,,3D9.1C2D1F4ECA,SR_Ch3,2010,1,0,0,0,0,0,0,0
2017,,384.3B23AB2371,SR_Ch3,2014,1,1,0,0,0,0,0,0
2008,,3D9.1BF26CCFAE,SR_Ch3,2006,1,0,0,1,1,0,0,1
2015,,3D9.1C2D3CB371,SR_Ch3,2013,1,1,0,1,1,1,1,1
2022,,3DD.003D4A414D,SR_Ch3,2020,1,1,0,0,0,0,0,0
2008,,3D9.1BF24B1C9D,SR_Ch3,2006,1,0,0,1,1,0,0,1
2014,,3D9.1C2DC1A365,SR_Ch3,2011,1,1,0,1,1,1,1,1
2010,,3D9.1C2CCC7B52,SR_Ch3,2008,1,0,0,0,0,0,0,0
2013,,3D9.1C2D5310A7,SR_Ch3,2010,1,1,0,0,0,0,0,0
2014,,3D9.1C2DD3ACBF,SR_Ch3,2012,1,1,0,1,1,1,1,1
2010,,3D9.1C2CC1BCE2,SR_Ch3,2008,1,0,0,1,1,0,0,1
2014,,3D9.1C2D499F81,SR_Ch3,2012,1,1,0,1,1,1,1,1
2016,,3DD.00773FF5E9,SR_Ch3,2014,1,1,0,1,1,1,1,1
2012,,3D9.1C2D4FF069,SR_Ch3,2010,1,0,0,1,1,0,0,1
2009,,3D9.1BF26CCFDF,SR_Ch3,2006,1,0,0,0,0,0,0,0
2024,,3DD.003D9E4B60,SR_Ch3,2022,1,1,1,1,1,1,1,1
2014,,3D9.1C2DC73D20,SR_Ch3,2012,1,1,0,1,1,1,1,1
2011,,3D9.1C2D1E87AC,SR_Ch3,2009,1,0,0,1,1,0,0,1
2013,,3D9.1C2D5E448C,SR_Ch3,2010,1,1,0,1,1,0,0,1
2012,,3D9.1C2D5345DD,SR_Ch3,2010,1,0,0,1,1,0,0,1
2021,,3DD.003D2A5DF6,SR_Ch3,2019,1,1,1,1,1,1,1,1
2016,,384.3B23AA6166,SR_Ch3,2013,1,1,0,1,1,1,1,1
2014,,3D9.1C2D998A1C,SR_Ch3,2011,1,1,0,0,0,0,0,0
2014,,3D9.1C2DD4F6FD,SR_Ch3,2012,1,1,0,1,1,1,1,1
2010,,3D9.1C2C56BB64,SR_Ch3,2008,1,0,0,1,1,0,0,1
2024,T,3DD.003D6F6CEC,SR_Ch3,2021,1,1,1,1,1,1,1,1
2016,,3D9.1C2DED379A,SR_Ch3,2012,1,1,0,1,1,1,1,1
2017,,3DD.00773FD21E,SR_Ch3,2015,1,1,0,1,1,1,1,0
2014,,3D9.1C2DCB9AD8,SR_Ch3,2011,1,1,0,1,1,1,1,1
2013,,3D9.1C2DC71910,SR_Ch3,2011,1,1,0,1,1,0,0,1
2023,T,3DD.003D8177F8,SR_Ch3,2021,1,0,0,0,0,0,0,0
2013,T,3D9.1C2DA698CB,SR_Ch3,2011,1,1,0,0,0,0,0,0
2015,,3D9.1C2DD0DD8F,SR_Ch3,2012,1,1,0,0,0,0,0,0
2010,,3D9.1C2CD32168,SR_Ch3,2008,1,0,0,1,1,0,0,1
2010,,3D9.1C2C4BFE62,SR_Ch3,2008,1,0,0,1,1,0,0,0
2010,,3D9.1C2CC6BE0A,SR_Ch3,2008,1,0,0,1,1,0,0,1
2023,,3D6.1D597FAF38,SR_Ch3,2020,1,0,0,0,0,0,0,0
2013,,3D9.1C2D98830F,SR_Ch3,2011,1,1,0,1,1,0,0,1
2013,,3D9.1C2DA67DD0,SR_Ch3,2011,1,1,0,1,0,0,0,0
