year,transported,tag_id,population,release_rkm,migration_year,bon,tda,jda,mcn,ice,lmo,lgo,lgr
2009,T,3D9.1BF231E7E5 ,SnakeFaChin_LGRabv,522.173,2006,1,0,0,0,0,0,0,0
2009,T,3D9.1BF232ED83 ,SnakeFaChin_LGRabv,522.173,2006,1,0,0,1,1,0,0,1
2009,T,3D9.1BF243317C ,SnakeFaChin_LGRabv,522.173,2006,1,0,0,1,1,0,0,1
2009,T,3D9.1BF23AB651 ,SnakeFaChin_LGRabv,522.173,2006,1,0,0,1,0,0,0,0
2009,T,3D9.1BF262064A ,SnakeFaChin_LGRabv,522.173,2006,1,0,0,0,0,0,0,0
2009,T,3D9.1BF23044BE ,SnakeFaChin_LGRabv,522.173,2007,1,0,0,1,1,0,0,1
2009,T,3D9.1BF2794043 ,SnakeFaChin_LGRabv,522.173,2007,1,0,0,1,1,0,0,1
2009,T,3D9.1BF23264F2 ,SnakeFaChin_LGRabv,522.173,2007,1,0,0,0,0,0,0,0
2009,T,3D9.1BF2509113 ,SnakeFaChin_LGRabv,522.173,2007,1,0,0,1,1,0,0,1
2009,T,3D9.1BF262C0CA ,SnakeFaChin_LGRabv,522.173,2007,1,0,0,1,1,0,0,1
2009,T,3D9.1BF249F8F0 ,SnakeFaChin_LGRabv,522.173,2007,1,0,0,1,1,0,0,1
2009,T,3D9.1BF232F190 ,SnakeFaChin_LGRabv,522.173,2007,1,0,0,1,1,0,0,1
2009,T,3D9.1BF27623A7 ,SnakeFaChin_LGRabv,522.173,2007,1,0,0,1,1,0,0,1
2009,T,3D9.1BF23A169C ,SnakeFaChin_LGRabv,522.173,2007,1,0,0,0,0,0,0,0
2009,T,3D9.1BF23983E4 ,SnakeFaChin_LGRabv,522.173,2007,1,0,0,0,0,0,0,0
2009,T,3D9.1BF23F7870 ,SnakeFaChin_LGRabv,522.173,2007,1,0,0,1,1,0,0,1
2009,T,3D9.1BF2761A96 ,SnakeFaChin_LGRabv,522.173,2007,1,0,0,1,1,0,0,1
2009,T,3D9.1BF23540F5 ,SnakeFaChin_LGRabv,522.173,2007,1,0,0,1,1,0,0,1
2009,T,3D9.1BF27B95C9 ,SnakeFaChin_LGRabv,522.173,2007,1,0,0,1,1,0,0,1
2009,T,3D9.1BF2620554 ,SnakeFaChin_LGRabv,522.173,2007,1,0,0,1,1,0,0,1
2009,T,3D9.1BF23C6121 ,SnakeFaChin_LGRabv,522.173,2007,1,0,0,1,1,0,0,1
2009,T,3D9.1BF2508643 ,SnakeFaChin_LGRabv,522.173,2007,1,0,0,1,1,0,0,1
2009,T,3D9.1BF244739E ,SnakeFaChin_LGRabv,522.173,2007,1,0,0,1,1,0,0,1
2009,T,3D9.1BF2521592 ,SnakeFaChin_LGRabv,522.173,2007,1,0,0,1,1,0,0,1
2009,T,3D9.1BF2795A30 ,SnakeFaChin_LGRabv,522.173,2007,1,0,0,1,1,0,0,1
2009,T,3D9.1BF23C541D ,SnakeFaChin_LGRabv,522.224.010,2005,1,0,0,1,1,0,0,1
2009,T,3D9.1BF2455495 ,SnakeFaChin_LGRabv,522.224.057,2005,1,0,0,1,1,0,0,1
2009,T,3D9.1BF2664C58 ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,1,1,0,0,1
2009,T,3D9.1BF25E7C07 ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,0,0,0,0,0
2009,T,3D9.1BF2504892 ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,0,0,0,0,0
2009,T,3D9.1BF25104DB ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,1,1,0,0,1
2009,T,3D9.1BF23B1D2C ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,0,0,0,0,0
2009,T,3D9.1BF266419D ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,0,0,0,0,0
2009,T,3D9.1BF24BAB8A ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,0,0,0,0,0
2009,T,3D9.1BF265B76A ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,0,0,0,0,0
2009,T,3D9.1BF24A9253 ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,0,0,0,0,0
2009,T,3D9.1BF25221F6 ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,1,1,0,0,1
2009,T,3D9.1BF2448154 ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,1,1,0,0,1
2009,T,3D9.1BF2671F03 ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,1,1,0,0,1
2009,T,3D9.1BF24AB52A ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,0,0,0,0,0
2009,T,3D9.1BF265D300 ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,1,1,0,0,1
2009,T,3D9.1BF26D6BE8 ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,1,1,0,0,1
2009,T,3D9.1BF2663E2A ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,0,0,0,0,0
2009,T,3D9.1BF26665E8 ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,0,0,0,0,0
2009,T,3D9.1BF24B182D ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,0,0,0,0,0
2009,T,3D9.1BF26D67E6 ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,1,1,0,0,1
2009,T,3D9.1BF26138A0 ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,1,1,0,0,1
2009,T,3D9.1BF265BA29 ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,0,0,0,0,0
2009,T,3D9.1BF266FC6A ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,0,0,0,0,0
2009,T,3D9.1BF250ACF7 ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,0,0,0,0,0
2009,T,3D9.1BF26258AB ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,1,0,0,0,0
2009,T,3D9.1BF26E121C ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,1,1,0,0,1
2009,T,3D9.1BF26A3FC8 ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,0,0,0,0,0
2009,T,3D9.1BF266EBBA ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,1,1,0,0,1
2009,T,3D9.1BF24AFE21 ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,0,0,0,0,0
2009,T,3D9.1BF24A2192 ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,1,1,0,0,0
2009,T,3D9.1BF251F0D3 ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,0,0,0,0,0
2009,T,3D9.1BF2520D32 ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,1,1,0,0,1
2009,T,3D9.1BF23BC791 ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,1,1,0,0,0
2009,T,3D9.1BF251AB9D ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,1,1,0,0,1
2009,T,3D9.1BF2610DFE ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,1,1,0,0,1
2009,T,3D9.1BF24AAB3C ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,0,0,0,0,0
2009,T,3D9.1BF25053DF ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,0,0,0,0,0
2009,T,3D9.1BF25E7C69 ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,1,0,0,0,0
2009,T,3D9.1BF266D11C ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,1,1,0,0,1
2009,T,3D9.1BF2617F06 ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,1,1,0,0,1
2009,T,3D9.1BF24BF8CC ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,1,1,0,0,1
2009,T,3D9.1BF248F09F ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,1,1,0,0,1
2009,T,3D9.1BF22A78CD ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,1,1,0,0,1
2009,T,3D9.1BF250B826 ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,1,1,0,0,1
2009,T,3D9.1BF26D9442 ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,1,1,0,0,1
2009,T,3D9.1BF251F9F1 ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,1,1,0,0,1
2009,T,3D9.1BF265C97B ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,0,0,0,0,0
2009,T,3D9.1BF24DEF40 ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,1,1,0,0,1
2009,T,3D9.1BF2504047 ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,1,1,0,0,1
2009,T,3D9.1BF26D945F ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,0,0,0,0,0
2009,T,3D9.1BF2519DFE ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,0,0,0,0,0
2009,T,3D9.1BF23BC132 ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,1,1,0,0,0
2009,T,3D9.1BF2612BBE ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,0,0,0,0,0
2009,T,3D9.1BF2663CB2 ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,1,1,0,0,1
2009,T,3D9.1BF22F68CF ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,1,1,0,0,1
2009,T,3D9.1BF2641DB7 ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,1,1,0,0,1
2009,T,3D9.1BF2618E5A ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,0,0,0,0,0
2009,T,3D9.1BF24B83AE ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,1,1,0,0,1
2009,T,3D9.1BF2615DA7 ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,1,1,0,0,1
2009,T,3D9.1BF24D075D ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,1,1,0,0,1
2009,T,3D9.1BF26E127D ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,0,0,0,0,0
2009,T,3D9.1BF2522D42 ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,0,0,0,0,0
2009,T,3D9.1BF26D7394 ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,1,1,0,0,1
2009,T,3D9.1BF24A6227 ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,1,1,0,0,1
2009,T,3D9.1BF2673AFB ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,0,0,0,0,0
2009,T,3D9.1BF26257AF ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,0,0,0,0,0
2009,T,3D9.1BF266F07C ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,0,0,0,0,0
2009,T,3D9.1BF269D154 ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,1,1,0,0,1
2009,T,3D9.1BF24A944F ,SnakeFaChin_LGRabv,522.224.057,2006,1,0,0,1,1,0,0,1
2009,T,3D9.1BF2804C9D ,SnakeFaChin_LGRabv,522.224.120.037.008,2007,1,0,0,1,1,0,0,1
2009,T,3D9.1BF252718F ,SnakeFaChin_LGRabv,522.234,2006,1,0,0,1,1,0,0,1
2009,T,3D9.1BF251F473 ,SnakeFaChin_LGRabv,522.234,2006,1,0,0,1,1,0,0,0
2009,T,3D9.1BF2516731 ,SnakeFaChin_LGRabv,522.234,2006,1,0,0,0,0,0,0,0
2009,T,3D9.1BF251FF9D ,SnakeFaChin_LGRabv,522.234,2006,1,0,0,0,0,0,0,0
2009,T,3D9.1BF2519696 ,SnakeFaChin_LGRabv,522.234,2006,1,0,0,0,0,0,0,0
2009,T,3D9.1BF24EE65D ,SnakeFaChin_LGRabv,522.234,2006,1,0,0,1,1,0,0,1
2009,T,3D9.1BF24D3BE2 ,SnakeFaChin_LGRabv,522.234,2006,1,0,0,1,1,0,0,0
2009,T,3D9.1BF24F624F ,SnakeFaChin_LGRabv,522.234,2006,1,0,0,0,0,0,0,0
2009,T,3D9.1BF251A1EB ,SnakeFaChin_LGRabv,522.234,2006,1,0,0,1,1,0,0,0
2009,T,3D9.1BF25040EE ,SnakeFaChin_LGRabv,522.234,2006,1,0,0,1,1,0,0,1
2009,T,3D9.1BF24E0E6F ,SnakeFaChin_LGRabv,522.234,2006,1,0,0,1,1,0,0,1
2009,T,3D9.1BF24EE218 ,SnakeFaChin_LGRabv,522.234,2006,1,0,0,0,0,0,0,0
2009,T,3D9.1BF251F99B ,SnakeFaChin_LGRabv,522.234,2006,1,0,0,0,0,0,0,0
2009,T,3D9.1BF25145FE ,SnakeFaChin_LGRabv,522.234,2006,1,0,0,1,1,0,0,1
2009,T,3D9.1BF2517633 ,SnakeFaChin_LGRabv,522.234,2006,1,0,0,1,1,0,0,1
2009,T,3D9.1BF2581561 ,SnakeFaChin_LGRabv,522.234,2006,1,0,0,0,0,0,0,0
2009,T,3D9.1BF24EA4DD ,SnakeFaChin_LGRabv,522.234,2006,1,0,0,1,1,0,0,1
2009,T,3D9.1BF24A5BCD ,SnakeFaChin_LGRabv,522.234,2006,1,0,0,1,1,0,0,1
2009,T,3D9.1BF251BF60 ,SnakeFaChin_LGRabv,522.234,2006,1,0,0,0,0,0,0,0
2009,T,3D9.1BF22CB770 ,SnakeFaChin_LGRabv,522.250,2005,1,0,0,0,0,0,0,0
2009,T,3D9.1BF22F44CE ,SnakeFaChin_LGRabv,522.251,2005,1,0,0,0,0,0,0,0
2009,T,3D9.1BF1F8CB2F ,SnakeFaChin_LGRabv,522.251,2007,1,0,0,0,0,0,0,0
2009,T,3D9.1BF246B1B7 ,SnakeFaChin_LGRabv,522.253,2006,1,0,0,0,0,0,0,0
2009,T,3D9.1BF24753F2 ,SnakeFaChin_LGRabv,522.253,2006,1,0,0,1,1,0,0,1
2009,T,3D9.1BF2528035 ,SnakeFaChin_LGRabv,522.253,2006,1,0,0,1,1,0,0,1
2009,T,3D9.1BF26501E0 ,SnakeFaChin_LGRabv,522.253,2006,1,0,0,0,0,0,0,0
2009,T,3D9.1BF264F61E ,SnakeFaChin_LGRabv,522.253,2006,1,0,0,0,0,0,0,0
2009,T,3D9.1BF25008EF ,SnakeFaChin_LGRabv,522.253,2006,1,0,0,0,0,0,0,0
2009,T,3D9.1BF23B3806 ,SnakeFaChin_LGRabv,522.253,2006,1,0,0,1,1,0,0,1
2009,T,3D9.1BF24C995C ,SnakeFaChin_LGRabv,522.253,2006,1,0,0,1,1,0,0,1
2009,T,3D9.1BF258B816 ,SnakeFaChin_LGRabv,522.253,2006,1,0,0,0,0,0,0,0
2009,T,3D9.1BF24FEAB9 ,SnakeFaChin_LGRabv,522.253,2006,1,0,0,1,1,0,0,1
2009,T,3D9.1BF257E35E ,SnakeFaChin_LGRabv,522.253,2006,1,0,0,1,1,0,0,1
2009,T,3D9.1BF25886BC ,SnakeFaChin_LGRabv,522.253,2006,1,0,0,1,1,0,0,1
2009,T,3D9.1BF2589C9F ,SnakeFaChin_LGRabv,522.253,2006,1,0,0,0,0,0,0,0
2009,T,3D9.1BF26D66F0 ,SnakeFaChin_LGRabv,522.253,2006,1,0,0,1,1,0,0,1
2009,T,3D9.1BF2497FCB ,SnakeFaChin_LGRabv,522.253,2006,1,0,0,0,0,0,0,0
2009,T,3D9.1BF2470C80 ,SnakeFaChin_LGRabv,522.253,2006,1,0,0,0,0,0,0,0
