year,age,transported,tag_id,population,release_rkm,migration_year,bon,tda,jda,mcn
2010,2,,3D9.1C2C6670D5 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C669C11 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C66E497 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C66E82C ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C663B59 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C667DD1 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C5D937F ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,0
2010,2,,3D9.1C2C66CC14 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C6622B5 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C66A636 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C67F2A2 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C66E37F ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,0
2010,2,,3D9.1C2C66405D ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C667F8D ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,0
2010,2,,3D9.1C2C6256A8 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C5DAE54 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,0
2010,2,,3D9.1C2C666811 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,0
2010,2,,3D9.1C2C5DBAEB ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C66F178 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C5DA14F ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C66B8F1 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,0
2010,2,,3D9.1C2C65CEC3 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C6667B5 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C66A807 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C66421F ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,0
2010,2,,3D9.1C2C5D9958 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C67D7EF ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,0
2010,2,,3D9.1C2C576ED1 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C66A887 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C66915E ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C66B779 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C67DDD7 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,0
