year,age,transported,tag_id,population,release_rkm,migration_year,bon,tda,jda,mcn,ice,lmo,lgo,lgr
2009,2,T,3D9.1BF2320F0C ,SnakeSthd_LGRabv,522.173,2007,1,0,0,1,1,0,0,1
2009,2,T,3D9.1BF27AC810 ,SnakeSthd_LGRabv,522.173,2007,1,0,0,0,0,0,0,0
2009,2,T,3D9.1BF23A0494 ,SnakeSthd_LGRabv,522.173,2007,1,0,0,0,0,0,0,0
2009,2,T,3D9.1BF27AD9ED ,SnakeSthd_LGRabv,522.173,2007,1,0,0,1,1,0,0,1
2009,2,T,3D9.1BF27639C9 ,SnakeSthd_LGRabv,522.173,2007,1,0,0,1,0,0,0,0
2009,2,T,3D9.1BF27B42D6 ,SnakeSthd_LGRabv,522.173,2007,1,0,0,1,1,0,0,1
2009,2,T,3D9.1BF23F78AB ,SnakeSthd_LGRabv,522.173,2007,1,0,0,1,1,0,0,1
2009,2,T,3D9.1BF2797B23 ,SnakeSthd_LGRabv,522.173,2007,1,0,0,1,1,0,0,1
2009,2,T,3D9.1BF27AF8CC ,SnakeSthd_LGRabv,522.173,2007,1,0,0,0,0,0,0,0
2009,2,T,3D9.1BF244B6EA ,SnakeSthd_LGRabv,522.173,2007,1,0,0,1,1,0,0,1
2009,2,T,3D9.1BF23AC12A ,SnakeSthd_LGRabv,522.173,2007,1,0,0,1,1,0,0,1
2009,2,T,3D9.1BF238848A ,SnakeSthd_LGRabv,522.173,2007,1,0,0,0,0,0,0,0
2009,2,T,3D9.1BF25D0FF4 ,SnakeSthd_LGRabv,522.173,2007,1,0,0,1,1,0,0,1
2009,2,T,3D9.1BF276F16F ,SnakeSthd_LGRabv,522.173,2007,1,0,0,1,1,0,0,0
2009,2,T,3D9.1BF240C504 ,SnakeSthd_LGRabv,522.173,2007,1,0,0,1,1,0,0,1
2009,2,T,3D9.1BF232DE15 ,SnakeSthd_LGRabv,522.173,2007,1,0,0,1,1,0,0,1
2009,2,T,3D9.1BF244B866 ,SnakeSthd_LGRabv,522.173,2007,1,0,0,1,1,0,0,1
2009,2,T,3D9.1BF23241BB ,SnakeSthd_LGRabv,522.173,2007,1,0,0,1,1,0,0,1
2009,2,T,3D9.1BF25001EE ,SnakeSthd_LGRabv,522.173,2007,1,0,0,1,1,0,0,1
2009,2,T,3D9.1BF275A49A ,SnakeSthd_LGRabv,522.173,2007,1,0,0,1,1,0,0,1
2009,2,T,3D9.1BF24517EE ,SnakeSthd_LGRabv,522.173,2007,1,0,0,0,0,0,0,0
2009,2,T,3D9.1BF2763930 ,SnakeSthd_LGRabv,522.173,2007,1,0,0,1,1,0,0,1
2009,2,T,3D9.1BF275EDB4 ,SnakeSthd_LGRabv,522.173,2007,1,0,0,1,1,0,0,1
2009,2,T,3D9.1BF236D505 ,SnakeSthd_LGRabv,522.173,2007,1,0,0,1,0,0,0,0
2009,2,T,3D9.1BF262A663 ,SnakeSthd_LGRabv,522.173,2007,1,0,0,1,1,0,0,1
2009,2,T,3D9.1BF23B9DB0 ,SnakeSthd_LGRabv,522.173,2007,1,0,0,0,0,0,0,0
2009,2,T,3D9.1BF23E1131 ,SnakeSthd_LGRabv,522.173,2007,1,0,0,0,0,0,0,0
2009,2,T,3D9.1BF23E327F ,SnakeSthd_LGRabv,522.173,2007,1,0,0,1,1,0,0,1
2009,2,T,3D9.1BF2796B69 ,SnakeSthd_LGRabv,522.173,2007,1,0,0,1,1,0,0,1
2009,2,T,3D9.1BF24C1F1C ,SnakeSthd_LGRabv,522.173,2007,1,0,0,0,0,0,0,0
2009,2,T,3D9.1BF2407A91 ,SnakeSthd_LGRabv,522.173,2007,1,0,0,1,1,0,0,1
2009,2,T,3D9.1BF27B47D3 ,SnakeSthd_LGRabv,522.173,2007,1,0,0,1,1,0,0,1
2009,2,T,3D9.1BF24FFCA7 ,SnakeSthd_LGRabv,522.173,2007,1,0,0,0,0,0,0,0
2009,2,T,3D9.1BF23AB8B1 ,SnakeSthd_LGRabv,522.173,2007,1,0,0,1,1,0,0,1
2009,2,T,3D9.1BF2437229 ,SnakeSthd_LGRabv,522.173,2007,1,0,0,0,0,0,0,0
2009,2,T,3D9.1BF2799ED0 ,SnakeSthd_LGRabv,522.173,2007,1,0,0,0,0,0,0,0
2009,2,T,3D9.1BF2798ED1 ,SnakeSthd_LGRabv,522.173,2007,1,0,0,1,0,0,0,0
2009,2,T,3D9.1BF232CF73 ,SnakeSthd_LGRabv,522.173,2007,1,0,0,0,0,0,0,0
2009,2,T,3D9.1BF23AB6BC ,SnakeSthd_LGRabv,522.173,2007,1,0,0,1,1,0,0,1
2009,2,T,3D9.1BF2399C0F ,SnakeSthd_LGRabv,522.173,2007,1,0,0,1,1,0,0,0
2009,2,T,3D9.1BF23998ED ,SnakeSthd_LGRabv,522.173,2007,1,0,0,1,1,0,0,1
2009,2,T,3D9.1BF232D220 ,SnakeSthd_LGRabv,522.173,2007,1,0,0,1,1,0,0,1
2009,2,T,3D9.1BF2326AEC ,SnakeSthd_LGRabv,522.173,2007,1,0,0,1,0,0,0,0
2009,2,T,3D9.1BF260AF26 ,SnakeSthd_LGRabv,522.173,2007,1,0,0,1,1,0,0,1
2009,2,T,3D9.1BF261FDED ,SnakeSthd_LGRabv,522.173,2007,1,0,0,1,0,0,0,0
2009,2,T,3D9.1BF2436326 ,SnakeSthd_LGRabv,522.173,2007,1,0,0,1,1,0,0,1
2009,2,T,3D9.1BF239B509 ,SnakeSthd_LGRabv,522.173,2007,1,0,0,0,0,0,0,0
2009,2,T,3D9.1BF244680F ,SnakeSthd_LGRabv,522.173,2007,1,0,0,0,0,0,0,0
2009,2,T,3D9.1BF238B1C1 ,SnakeSthd_LGRabv,522.173,2007,1,0,0,1,1,0,0,1
2009,2,T,3D9.1BF22EC13E ,SnakeSthd_LGRabv,522.173,2007,1,0,0,1,1,0,0,1
2009,2,T,3D9.1BF2388547 ,SnakeSthd_LGRabv,522.173,2007,1,0,0,0,0,0,0,0
2009,2,T,3D9.1BF24431CB ,SnakeSthd_LGRabv,522.173,2007,1,0,0,1,1,0,0,1
2009,2,T,3D9.1BF2440387 ,SnakeSthd_LGRabv,522.173,2007,1,0,0,0,1,0,0,1
2009,2,T,3D9.1BF2326577 ,SnakeSthd_LGRabv,522.173,2007,1,0,0,1,1,0,0,1
2009,2,T,3D9.1BF2328BCC ,SnakeSthd_LGRabv,522.173,2007,1,0,0,1,1,0,0,1
2009,2,T,3D9.1BF23365C9 ,SnakeSthd_LGRabv,522.173,2007,1,0,0,1,1,0,0,1
2009,2,T,3D9.1BF24D8D67 ,SnakeSthd_LGRabv,522.173,2007,1,0,0,1,1,0,0,1
2009,2,T,3D9.1BF27995C9 ,SnakeSthd_LGRabv,522.173,2007,1,0,0,1,1,0,0,1
2009,2,T,3D9.1BF24301C8 ,SnakeSthd_LGRabv,522.173,2007,1,0,0,1,1,0,0,1
2009,2,T,3D9.1BF24D9131 ,SnakeSthd_LGRabv,522.173,2007,1,0,0,0,0,0,0,0
2009,2,T,3D9.1BF24508D0 ,SnakeSthd_LGRabv,522.173,2007,1,0,0,1,1,0,0,1
2009,2,T,3D9.1BF27987D9 ,SnakeSthd_LGRabv,522.173,2007,1,0,0,1,1,0,0,1
2009,2,T,3D9.1BF276C6DA ,SnakeSthd_LGRabv,522.173,2007,1,0,0,1,1,0,0,1
2009,2,T,3D9.1BF275B1B9 ,SnakeSthd_LGRabv,522.173,2007,1,0,0,0,0,0,0,0
2009,2,T,3D9.1BF24D80CA ,SnakeSthd_LGRabv,522.173,2007,1,0,0,1,1,0,0,1
2009,2,T,3D9.1BF2326BED ,SnakeSthd_LGRabv,522.173,2007,1,0,0,1,1,0,0,1
2009,2,T,3D9.1BF2396D32 ,SnakeSthd_LGRabv,522.173,2007,1,0,0,1,0,0,0,0
2009,2,T,3D9.1BF24191C6 ,SnakeSthd_LGRabv,522.173,2007,1,0,0,1,1,0,0,1
2009,2,T,3D9.1BF239A18D ,SnakeSthd_LGRabv,522.173,2007,1,0,0,1,0,0,0,0
