year,transported,tag_id,esu,migration_year,bon,tda,jda,mcn,ice,lmo,lgo,lgr
2006,,3D9.1BF1C303FA,UC_Ch1,2004,1,0,0,0,0,0,0,0
2013,,3D9.1C2D6BABDD,UC_Ch1,2011,1,1,0,1,0,0,0,0
2011,,3D9.1C2CC552EA,UC_Ch1,2008,1,0,0,0,0,0,0,0
2015,,3D9.1C2DDB6BB9,UC_Ch1,2013,1,1,0,1,0,0,0,0
2023,,3DD.003D673B05,UC_Ch1,2020,1,1,1,1,0,0,0,0
2000,,513105202F,UC_Ch1,1998,1,0,0,0,0,0,0,0
2010,,3D9.257C5FBF3D,UC_Ch1,2008,1,0,0,1,0,0,0,0
2012,,3D9.1C2CDDFC88,UC_Ch1,2010,1,0,0,1,0,0,0,0
2002,,3D9.1BF0E9D523,UC_Ch1,2000,1,0,0,1,0,0,0,0
2022,,3DD.003D6097E2,UC_Ch1,2020,1,1,1,1,0,0,0,0
2016,,384.3B23ACB5F5,UC_Ch1,2014,1,1,0,1,0,0,0,0
2008,,3D9.1BF201E793,UC_Ch1,2006,1,0,0,1,0,0,0,0
2010,,3D9.257C62EB6F,UC_Ch1,2008,1,0,0,1,0,0,0,0
2015,,3D9.1C2D925C52,UC_Ch1,2012,1,1,0,1,0,0,0,0
2015,,3D9.1C2D76FB78,UC_Ch1,2012,1,1,0,1,0,0,0,0
2022,,3DD.003D61448E,UC_Ch1,2020,1,1,1,1,0,0,0,0
2023,,3DD.003D6CA98C,UC_Ch1,2021,1,1,1,1,0,0,0,0
2006,,3D9.1BF1AC070E,UC_Ch1,2004,1,0,0,0,0,0,0,0
2012,,3D9.1C2D7BD7E8,UC_Ch1,2010,1,0,0,1,0,0,0,0
2011,,3D9.1C2C517031,UC_Ch1,2008,1,0,0,1,0,0,0,0
2004,,3D9.1BF12180B2,UC_Ch1,2002,1,0,0,1,0,0,0,0
2017,,3DD.007753E0D8,UC_Ch1,2015,1,1,0,0,0,0,0,0
2014,,3D9.1C2D945FD9,UC_Ch1,2011,1,1,0,1,0,0,0,0
2024,,3DD.003E10BEFD,UC_Ch1,2022,1,1,1,1,0,0,0,0
2004,,3D9.1BF13E3310,UC_Ch1,2002,1,0,0,0,0,0,0,0
2023,,3DD.003D6CDF80,UC_Ch1,2021,1,1,1,1,0,0,0,0
2023,,3DD.003D626EE4,UC_Ch1,2021,1,1,1,1,0,0,0,0
2010,,3D9.1C2D041D4D,UC_Ch1,2008,1,0,0,1,0,0,0,0
2014,,3D9.1C2DB4CD72,UC_Ch1,2012,1,1,0,1,0,0,0,0
2006,,3D9.1BF1D7B859,UC_Ch1,2004,1,0,0,1,0,0,0,0
2015,,3D9.1C2DDD5123,UC_Ch1,2013,1,1,0,1,0,0,0,0
2022,,3DD.003D321B25,UC_Ch1,2020,1,1,1,1,0,0,0,0
2005,,3D9.1BF1114BB1,UC_Ch1,2003,1,0,0,1,0,0,0,0
2015,,3D9.1C2DE79AB0,UC_Ch1,2013,1,1,0,0,0,0,0,0
2010,,3D9.257C649304,UC_Ch1,2008,1,0,0,1,0,0,0,0
2019,,3DD.00778257E7,UC_Ch1,2017,1,1,0,0,0,0,0,0
2012,,3D9.1C2D0B76E4,UC_Ch1,2010,1,0,0,1,0,0,0,0
2022,,3DD.003D320702,UC_Ch1,2019,1,1,1,1,0,0,0,0
2022,,3DD.003D87A7D3,UC_Ch1,2020,1,1,1,1,0,0,0,0
2024,,3DD.003DFD2F64,UC_Ch1,2022,1,1,1,1,0,0,0,0
2023,,3DD.003DE597C6,UC_Ch1,2021,1,1,1,1,0,0,0,0
2012,,3D9.1C2D100DE5,UC_Ch1,2010,1,0,0,1,0,0,0,0
2022,,3DD.003D32008C,UC_Ch1,2019,1,1,0,0,0,0,0,0
2014,,3D9.1C2DAA4A7D,UC_Ch1,2012,1,1,0,1,0,0,0,0
2019,,3DD.003BE09239,UC_Ch1,2017,1,1,1,1,0,0,0,0
2012,,3D9.1C2CF72B61,UC_Ch1,2009,1,0,0,1,0,0,0,0
2024,,3DD.003D31D5D7,UC_Ch1,2021,1,1,1,1,0,0,0,0
2012,,3D9.1C2CF42819,UC_Ch1,2009,1,0,0,1,0,0,0,0
2010,,3D9.1C2C44D303,UC_Ch1,2008,1,0,0,1,0,0,0,0
2014,,3D9.1C2DB1ACEB,UC_Ch1,2012,1,1,0,1,0,0,0,0
2013,,3D9.1C2D6C51A0,UC_Ch1,2011,1,1,0,1,0,0,0,0
2023,,3DD.003D6C9CE4,UC_Ch1,2021,1,1,1,1,0,0,0,0
2008,,3D9.1BF201B03E,UC_Ch1,2006,1,0,0,1,0,0,0,0
2010,,3D9.1C2C436224,UC_Ch1,2008,1,0,0,1,0,0,0,0
2011,,3D9.1C2C47DDEA,UC_Ch1,2008,1,0,0,0,0,0,0,0
2018,,3DD.0077910391,UC_Ch1,2016,1,1,1,1,0,0,0,0
2015,,3D9.1C2D732AD2,UC_Ch1,2013,1,1,0,1,0,0,0,0
2012,,3D9.1C2D09239C,UC_Ch1,2009,1,0,0,1,0,0,0,0
2014,,3D9.1C2DB1450F,UC_Ch1,2012,1,1,0,1,0,0,0,0
2022,,3DD.003D468B7B,UC_Ch1,2020,1,0,0,0,0,0,0,0
2012,,3D9.1C2D107C17,UC_Ch1,2009,1,0,0,1,0,0,0,0
2022,,3DD.003D614780,UC_Ch1,2020,1,0,0,0,0,0,0,0
2019,,3DD.003B9DDF7A,UC_Ch1,2016,1,1,1,1,0,0,0,0
2005,,3D9.1BF146165D,UC_Ch1,2003,1,0,0,0,0,0,0,0
2012,,3D9.1C2D1967A0,UC_Ch1,2010,1,0,0,1,0,0,0,0
2014,,3D9.1C2DB130A8,UC_Ch1,2012,1,1,0,1,0,0,0,0
2014,,3D9.1C2DC90503,UC_Ch1,2012,1,1,0,1,0,0,0,0
2002,,3D9.1BF0E17FB8,UC_Ch1,2000,1,0,0,1,0,0,0,0
2010,,3D9.1C2CCC710D,UC_Ch1,2008,1,0,0,1,0,0,0,0
2014,,3D9.1C2DB1A72C,UC_Ch1,2012,1,1,0,1,0,0,0,0
2023,,3DD.003DE64A68,UC_Ch1,2021,1,0,0,0,0,0,0,0
2021,,3DD.0077744179,UC_Ch1,2018,1,1,1,1,0,0,0,0
2015,,3D9.1C2D770193,UC_Ch1,2012,1,1,0,1,0,0,0,0
2022,,3DD.003D87C591,UC_Ch1,2020,1,1,1,1,0,0,0,0
2022,,3DD.003D61085A,UC_Ch1,2020,1,1,1,1,0,0,0,0
2014,,3D9.1C2DAA9491,UC_Ch1,2012,1,1,0,1,0,0,0,0
2011,,3D9.1C2D026E80,UC_Ch1,2009,1,0,0,1,0,0,0,0
2024,,3DD.003E166E74,UC_Ch1,2022,1,1,1,1,0,0,0,0
2005,,3D9.1BF13BA025,UC_Ch1,2002,1,0,0,1,0,0,0,0
2015,,3DD.003B9C1EAC,UC_Ch1,2013,1,1,0,1,0,0,0,0
2016,,384.3B239B0673,UC_Ch1,2013,1,1,0,1,0,0,0,0
2023,,3DD.003D55302E,UC_Ch1,2020,1,0,0,0,0,0,0,0
2021,,3DD.0077CF25AF,UC_Ch1,2019,1,1,1,1,0,0,0,0
2024,,3DD.003E10936C,UC_Ch1,2022,1,1,1,1,0,0,0,0
2022,,3DD.003D613C28,UC_Ch1,2020,1,1,1,1,0,0,0,0
2013,,3D9.1C2D616FA2,UC_Ch1,2010,1,1,0,1,0,0,0,0
2024,,3DD.007774AC05,UC_Ch1,2022,1,1,1,1,0,0,0,0
2013,,3D9.1C2D8C8B05,UC_Ch1,2011,1,1,0,1,0,0,0,0
2022,,3DD.003D555A63,UC_Ch1,2019,1,1,1,1,0,0,0,0
2015,,3D9.1C2DF78533,UC_Ch1,2013,1,0,0,0,0,0,0,0
2022,,3DD.003D87ABF9,UC_Ch1,2020,1,1,1,1,0,0,0,0
2011,,3D9.1C2C928D80,UC_Ch1,2009,1,0,0,1,0,0,0,0
2015,,3D9.1C2DE7FD14,UC_Ch1,2013,1,1,0,1,0,0,0,0
2019,,3DD.003BE17278,UC_Ch1,2017,1,1,1,1,0,0,0,0
2015,,3D9.1C2DB28E9F,UC_Ch1,2013,1,1,0,1,0,0,0,0
2019,,3DD.0077A033AF,UC_Ch1,2017,1,1,1,1,0,0,0,0
2018,,3DD.0077701ACC,UC_Ch1,2016,1,1,1,1,0,0,0,0
2006,,3D9.1BF194909B,UC_Ch1,2004,1,0,0,1,0,0,0,0
2010,,3D9.1BF26B1DD6,UC_Ch1,2007,1,0,0,1,0,0,0,0
2021,,3DD.0077CF00A1,UC_Ch1,2019,1,1,1,1,0,0,0,0
2021,,3DD.003D6417F8,UC_Ch1,2019,1,0,0,0,0,0,0,0
2006,,3D9.1BF1D5DE5A,UC_Ch1,2004,1,0,0,1,0,0,0,0
2022,,3DD.003D6093EC,UC_Ch1,2020,1,1,1,1,0,0,0,0
2024,,3DD.003DFD55B3,UC_Ch1,2022,1,1,1,1,0,0,0,0
2012,,3D9.1C2C6666DC,UC_Ch1,2010,1,0,0,0,0,0,0,0
2013,,3D9.1C2CF56B01,UC_Ch1,2009,1,1,0,1,0,0,0,0
2013,,3D9.1C2D7640CB,UC_Ch1,2011,1,0,0,0,0,0,0,0
2020,,3DD.0077823B46,UC_Ch1,2018,1,1,1,1,0,0,0,0
2016,,384.3B23ACB4DB,UC_Ch1,2014,1,1,0,1,0,0,0,0
2022,,3DD.003D6734E5,UC_Ch1,2020,1,1,1,1,0,0,0,0
2015,,3D9.1C2DEE68DC,UC_Ch1,2012,1,1,0,1,0,0,0,0
2016,,3D9.1C2DD99C55,UC_Ch1,2013,1,0,0,1,0,0,0,0
2019,,3DD.003BE177F0,UC_Ch1,2017,1,1,1,1,0,0,0,0
2019,,3DD.003BFA9D8C,UC_Ch1,2017,1,1,1,1,0,0,0,0
2006,,3D9.1BF194D0B2,UC_Ch1,2004,1,0,0,1,0,0,0,0
2024,,3DD.003DE62E41,UC_Ch1,2021,1,1,1,1,0,0,0,0
2011,,3D9.1C2CF648EE,UC_Ch1,2009,1,0,0,1,0,0,0,0
2022,,3DD.003D6091BC,UC_Ch1,2020,1,0,0,0,0,0,0,0
2024,,3DD.003DA27ADB,UC_Ch1,2021,1,1,0,0,0,0,0,0
2010,,3D9.1C2C453B18,UC_Ch1,2008,1,0,0,1,0,0,0,0
2016,,3D9.1C2DB55D68,UC_Ch1,2014,1,1,0,1,0,0,0,0
2010,,3D9.1C2C30F49E,UC_Ch1,2007,1,0,0,1,0,0,0,0
2017,,3DD.007752EEB2,UC_Ch1,2015,1,1,0,0,0,0,0,0
2005,,3D9.1BF14BE916,UC_Ch1,2003,1,0,0,1,0,0,0,0
2012,,3D9.1C2D7C8D96,UC_Ch1,2010,1,0,0,0,0,0,0,0
2010,,3D9.1C2C468FA1,UC_Ch1,2008,1,0,0,1,0,0,0,0
2024,,3DD.003D31EBA8,UC_Ch1,2021,1,1,1,1,0,0,0,0
2016,,384.3B23A59C31,UC_Ch1,2014,1,1,0,1,0,0,0,0
2015,,3D9.1C2E0A812F,UC_Ch1,2013,1,1,0,1,0,0,0,0
2018,,3DD.00778F29CB,UC_Ch1,2016,1,0,0,0,0,0,0,0
2005,,3D9.1BF14A5EBE,UC_Ch1,2003,1,0,0,1,0,0,0,0
2017,,3DD.00773A30F8,UC_Ch1,2015,1,1,0,1,0,0,0,0
2014,,3D9.1C2DB28CD9,UC_Ch1,2012,1,1,0,1,0,0,0,0
2005,,3D9.1BF16104EE,UC_Ch1,2003,1,0,0,1,0,0,0,0
2024,,3DD.003D655B4E,UC_Ch1,2022,1,1,1,1,0,0,0,0
2023,,3DD.003D6B1164,UC_Ch1,2021,1,1,1,1,0,0,0,0
2015,,3D9.1C2DD951E0,UC_Ch1,2013,1,0,0,0,0,0,0,0
2001,,520228534B,UC_Ch1,1999,1,0,0,0,0,0,0,0
2024,,3DD.003D655C48,UC_Ch1,2021,1,0,0,0,0,0,0,0
2012,,3D9.1C2CC0A76F,UC_Ch1,2010,1,0,0,1,0,0,0,0
2005,,3D9.1BF10B4AB0,UC_Ch1,2003,1,0,0,1,0,0,0,0
2011,,3D9.1C2CDE0360,UC_Ch1,2008,1,0,0,1,0,0,0,0
2013,,3D9.1C2D806A99,UC_Ch1,2011,1,1,0,1,0,0,0,0
2014,,3D9.1C2DCADCD0,UC_Ch1,2012,1,1,0,1,0,0,0,0
2011,,3D9.257C62FBD1,UC_Ch1,2008,1,0,0,0,0,0,0,0
2017,,3DD.00776E1091,UC_Ch1,2015,1,1,0,1,0,0,0,0
2023,,3DD.003D6571A7,UC_Ch1,2021,1,1,1,1,0,0,0,0
2022,,3DD.003D3202C3,UC_Ch1,2019,1,0,0,0,0,0,0,0
2023,,3DD.003D553BB2,UC_Ch1,2020,1,1,1,1,0,0,0,0
2015,,3DD.003B9BEEB1,UC_Ch1,2013,1,1,0,1,0,0,0,0
2010,,3D9.239F83C18E,UC_Ch1,2008,1,0,0,1,0,0,0,0
2011,,3D9.1C2C50E6FC,UC_Ch1,2008,1,0,0,1,0,0,0,0
2022,,3DD.0077CFF646,UC_Ch1,2019,1,1,1,1,0,0,0,0
2020,,3DD.00776D8AAD,UC_Ch1,2017,1,1,1,1,0,0,0,0
2012,,3D9.1C2D7AE3AB,UC_Ch1,2010,1,0,0,0,0,0,0,0
2015,,3DD.003B9BEBF6,UC_Ch1,2013,1,1,0,1,0,0,0,0
2016,,3D9.1C2DEAF96A,UC_Ch1,2013,1,1,0,1,0,0,0,0
2004,,3D9.1BF1498BCA,UC_Ch1,2002,1,0,0,0,0,0,0,0
2010,,3D9.1BF26B3613,UC_Ch1,2007,1,0,0,1,0,0,0,0
2015,,3DD.003B9BE3EC,UC_Ch1,2013,1,1,0,1,0,0,0,0
2011,,3D9.1C2C85A7BD,UC_Ch1,2009,1,0,0,0,0,0,0,0
2014,,3D9.1C2DACAAA8,UC_Ch1,2012,1,1,0,1,0,0,0,0
2004,,3D9.1BF120A3F2,UC_Ch1,2002,1,0,0,1,0,0,0,0
2010,,3D9.1C2C2D7D98,UC_Ch1,2008,1,0,0,1,0,0,0,0
2016,,3D9.1C2DB1BF44,UC_Ch1,2014,1,1,0,1,0,0,0,0
2010,,3D9.1C2C45277D,UC_Ch1,2008,1,0,0,1,0,0,0,0
2011,,3D9.1C2CF5FF8D,UC_Ch1,2009,1,0,0,1,0,0,0,0
2018,,3DD.0077917951,UC_Ch1,2016,1,1,1,1,0,0,0,0
2017,,3DD.00776E1287,UC_Ch1,2015,1,1,0,1,0,0,0,0
2012,,3D9.1C2D0876B8,UC_Ch1,2010,1,0,0,1,0,0,0,0
2011,,3D9.1C2CF5D1D2,UC_Ch1,2009,1,0,0,1,0,0,0,0
2014,,3D9.1C2DB206CB,UC_Ch1,2012,1,1,0,1,0,0,0,0
2019,,3DD.0077750E15,UC_Ch1,2017,1,1,1,1,0,0,0,0
2022,,3DD.003D87B444,UC_Ch1,2020,1,1,1,1,0,0,0,0
2023,,3DD.003D6572A3,UC_Ch1,2021,1,1,0,0,0,0,0,0
2023,,3DD.003D698DA0,UC_Ch1,2021,1,1,0,0,0,0,0,0
2022,,3DD.007774EA0B,UC_Ch1,2020,1,0,0,0,0,0,0,0
2015,,3D9.1C2DDD45B3,UC_Ch1,2013,1,1,0,1,0,0,0,0
2021,,3DD.003D641B6E,UC_Ch1,2019,1,1,1,1,0,0,0,0
2004,,3D9.1BF13E1293,UC_Ch1,2002,1,0,0,0,0,0,0,0
2014,,3D9.1C2DAC0116,UC_Ch1,2012,1,1,0,1,0,0,0,0
2021,,3DD.003D3213A3,UC_Ch1,2019,1,1,1,1,0,0,0,0
2024,,3DD.003E10BF04,UC_Ch1,2022,1,1,1,1,0,0,0,0
2024,,3DD.003D671639,UC_Ch1,2022,1,1,1,1,0,0,0,0
2014,,3D9.1C2DB4E55D,UC_Ch1,2012,1,1,0,0,0,0,0,0
2002,,3D9.1BF0EA3678,UC_Ch1,2000,1,0,0,1,0,0,0,0
2006,,3D9.1BF1C2C4AE,UC_Ch1,2004,1,0,0,1,0,0,0,0
2014,,3D9.1C2DAD9F06,UC_Ch1,2012,1,1,0,1,0,0,0,0
2012,,3D9.1C2D7199B5,UC_Ch1,2010,1,0,0,1,0,0,0,0
2018,,3DA.1A19B05958,UC_Ch1,2016,1,0,0,0,0,0,0,0
2012,,3D9.1C2D2DB879,UC_Ch1,2010,1,0,0,1,0,0,0,0
2022,,3DD.003D31C374,UC_Ch1,2020,1,1,1,1,0,0,0,0
2017,,3DD.00776B657B,UC_Ch1,2015,1,1,0,0,0,0,0,0
2017,,3DD.007755CE91,UC_Ch1,2015,1,0,0,0,0,0,0,0
2023,,3DD.003D553843,UC_Ch1,2020,1,1,1,1,0,0,0,0
2019,,3DD.003BE08962,UC_Ch1,2017,1,0,0,0,0,0,0,0
2015,,3D9.1C2E0AB9E8,UC_Ch1,2013,1,1,0,1,0,0,0,0
2014,,3D9.1C2D7611E1,UC_Ch1,2011,1,1,0,1,0,0,0,0
2014,,3D9.1C2DB28EE6,UC_Ch1,2012,1,1,0,1,0,0,0,0
2023,,3DD.003DE65984,UC_Ch1,2021,1,1,1,1,0,0,0,0
2016,,3DD.003BC46F76,UC_Ch1,2014,1,1,0,1,0,0,0,0
2004,,3D9.1BF0E27F9E,UC_Ch1,2002,1,0,0,1,0,0,0,0
2022,,3DD.003D614403,UC_Ch1,2020,1,1,1,1,0,0,0,0
2022,,3DD.003D87C515,UC_Ch1,2020,1,1,1,1,0,0,0,0
2019,,3DD.003BFA99CC,UC_Ch1,2017,1,1,1,1,0,0,0,0
2021,,3DD.003D641C78,UC_Ch1,2019,1,1,1,1,0,0,0,0
2021,,3DD.003C05C7D8,UC_Ch1,2019,1,0,0,0,0,0,0,0
2014,,3D9.1C2DB4F086,UC_Ch1,2012,1,1,0,1,0,0,0,0
2012,,3D9.1C2D423B3A,UC_Ch1,2010,1,0,0,1,0,0,0,0
2005,,3D9.1BF1612BB6,UC_Ch1,2003,1,0,0,1,0,0,0,0
2012,,3D9.1C2D09B060,UC_Ch1,2010,1,0,0,1,0,0,0,0
2015,,3D9.1C2D2808A1,UC_Ch1,2013,1,1,0,1,0,0,0,0
2015,,3DD.003B9BE188,UC_Ch1,2013,1,1,0,1,0,0,0,0
2023,,3DD.003D6B12AC,UC_Ch1,2021,1,1,1,1,0,0,0,0
2022,,3DD.0077CFBF3B,UC_Ch1,2019,1,1,1,1,0,0,0,0
2023,,3DD.003DA2A44B,UC_Ch1,2021,1,1,1,1,0,0,0,0
2022,,3DD.003D432528,UC_Ch1,2020,1,1,0,0,0,0,0,0
2015,,3DD.003B9BE33A,UC_Ch1,2013,1,1,0,1,0,0,0,0
2014,,3D9.1C2D94B663,UC_Ch1,2012,1,1,0,1,0,0,0,0
2017,,3DD.0077543CCC,UC_Ch1,2015,1,1,0,1,0,0,0,0
2014,,3D9.1C2DB4C399,UC_Ch1,2012,1,1,0,1,0,0,0,0
2006,,3D9.1BF1DA8B89,UC_Ch1,2004,1,0,0,0,0,0,0,0
2016,,3D9.1C2DE7C240,UC_Ch1,2013,1,1,0,1,0,0,0,0
2010,,3D9.257C5AC493,UC_Ch1,2008,1,0,0,1,0,0,0,0
2016,,384.3B23A65683,UC_Ch1,2014,1,1,0,1,0,0,0,0
2018,,3DD.00776BE54F,UC_Ch1,2016,1,1,1,1,0,0,0,0
2009,,3D9.257C5B0B46,UC_Ch1,2007,1,0,0,1,0,0,0,0
2014,,3D9.1C2DAC55C6,UC_Ch1,2012,1,1,0,1,0,0,0,0
2021,,3DD.003D31FF71,UC_Ch1,2019,1,1,1,1,0,0,0,0
2014,,3D9.1C2DB0163B,UC_Ch1,2012,1,1,0,1,0,0,0,0
2015,,3D9.1C2E0B0173,UC_Ch1,2013,1,1,0,1,0,0,0,0
2022,,3DD.003D430DBE,UC_Ch1,2020,1,1,1,1,0,0,0,0
2012,,3D9.1C2D71904D,UC_Ch1,2010,1,0,0,1,0,0,0,0
2022,,3DD.0077A2F879,UC_Ch1,2019,1,1,1,1,0,0,0,0
2018,,3DD.0077912BF0,UC_Ch1,2016,1,1,1,1,0,0,0,0
2004,,3D9.1BF13CD19E,UC_Ch1,2002,1,0,0,1,0,0,0,0
2005,,3D9.1BF10CA05E,UC_Ch1,2003,1,0,0,1,0,0,0,0
2011,,3D9.1C2D042105,UC_Ch1,2009,1,0,0,1,0,0,0,0
2015,,3D9.1C2DDB4850,UC_Ch1,2013,1,1,0,1,0,0,0,0
2005,,3D9.1BF10B18C9,UC_Ch1,2003,1,0,0,0,0,0,0,0
2018,,3DA.1A19B1365C,UC_Ch1,2016,1,0,0,0,0,0,0,0
2021,,3DD.003D641A03,UC_Ch1,2019,1,1,1,1,0,0,0,0
2012,,3D9.1C2D2D9E65,UC_Ch1,2010,1,0,0,1,0,0,0,0
2009,,3D9.1BF1A9AB30,UC_Ch1,2007,1,0,0,0,0,0,0,0
2023,,3DD.003D6C9635,UC_Ch1,2021,1,1,1,1,0,0,0,0
2023,,3DD.003D654777,UC_Ch1,2020,1,1,1,1,0,0,0,0
2010,,3D9.1C2C453B8C,UC_Ch1,2008,1,0,0,1,0,0,0,0
2021,,3DD.003BC6CBF1,UC_Ch1,2019,1,1,1,1,0,0,0,0
2011,,3D9.1C2C8CBEB6,UC_Ch1,2009,1,0,0,1,0,0,0,0
