year,transported,tag_id,esu,migration_year,bon,tda,jda,mcn,ice,lmo,lgo,lgr
2011,,3D9.1BF27FA2BB,SR_Ch1,2008,1,0,0,1,1,0,0,1
2012,,3D9.1C2D7A0C9B,SR_Ch1,2010,1,0,0,1,1,0,0,1
2023,,3DD.003D725CC6,SR_Ch1,2021,1,1,1,1,1,1,1,1
2004,,3D9.1BF1318DCE,SR_Ch1,2002,1,0,0,0,0,0,0,0
2014,,3D9.1C2DBE32AD,SR_Ch1,2012,1,1,0,0,0,0,0,0
2012,,3D9.1C2CD9F83F,SR_Ch1,2009,1,0,0,1,1,0,0,1
2022,,3DD.0077BD256C,SR_Ch1,2020,1,0,0,0,0,0,0,0
2009,,3D9.1BF243E58E,SR_Ch1,2007,1,0,0,1,1,0,0,1
2010,,3D9.1C2C927159,SR_Ch1,2008,1,0,0,1,1,0,0,1
2008,T,3D9.1BF25296AF,SR_Ch1,2006,1,0,0,1,1,0,0,1
2010,T,3D9.1BF25FE04B,SR_Ch1,2008,1,0,0,1,1,0,0,1
2003,T,3D9.1BF0F9DE13,SR_Ch1,2000,1,0,0,1,1,0,0,1
2004,T,3D9.1BF11399EB,SR_Ch1,2002,1,0,0,1,1,0,0,1
2004,T,3D9.1BF152E2CC,SR_Ch1,2002,1,0,0,0,0,0,0,0
2012,,3D9.1BF1F8FCF5,SR_Ch1,2010,1,0,0,1,1,0,0,1
2008,,3D9.1BF2398ADF,SR_Ch1,2006,1,0,0,0,0,0,0,0
2004,T,3D9.1BF12352D8,SR_Ch1,2002,1,0,0,1,1,0,0,1
2004,,3D9.1BF1542639,SR_Ch1,2002,1,0,0,0,0,0,0,0
2002,T,3D9.1BF1058764,SR_Ch1,2000,1,0,0,1,0,0,0,1
2018,,3DA.1A19B0E5F5,SR_Ch1,2016,1,1,1,1,1,1,1,1
2013,,3D9.1BF260C21A,SR_Ch1,2011,1,1,0,1,1,0,0,0
2012,,3D9.1C2D664502,SR_Ch1,2010,1,0,0,1,1,0,0,1
2022,,3DD.003D38B5B7,SR_Ch1,2020,1,1,1,1,1,1,1,1
2024,,3D6.1D594D5D3C,SR_Ch1,2022,1,1,1,1,1,1,1,1
2012,,3D9.1C2D44BCF9,SR_Ch1,2010,1,0,0,1,1,0,0,1
2002,,3D9.1BF0E04739,SR_Ch1,2000,1,0,0,1,0,0,0,1
2014,T,3D9.1C2DAA65D1,SR_Ch1,2012,1,1,0,1,1,1,1,1
2023,,3DD.003D49AE80,SR_Ch1,2021,1,1,1,1,1,1,1,1
2012,,3D9.1C2D665B31,SR_Ch1,2010,1,0,0,1,1,0,0,1
2010,,3D9.1BF27E0E21,SR_Ch1,2008,1,0,0,0,0,0,0,0
2011,,3D9.1C2CBCC922,SR_Ch1,2009,1,0,0,0,0,0,0,0
2011,T,3D9.1C2C4AFD87,SR_Ch1,2008,1,0,0,1,1,0,0,1
2012,,3D9.1C2CFC9EC3,SR_Ch1,2010,1,0,0,0,0,0,0,0
2005,,3D9.1BF1BE7857,SR_Ch1,2003,1,0,0,1,1,0,0,1
2005,T,3D9.1BF15DA5BF,SR_Ch1,2003,1,0,0,0,0,0,0,0
2009,T,3D9.1BF268ECB8,SR_Ch1,2007,1,0,0,1,1,0,0,1
2009,T,3D9.1BF260B1C1,SR_Ch1,2007,1,0,0,1,1,0,0,1
2003,T,3D9.1BF11C14A1,SR_Ch1,2001,1,0,0,1,1,0,0,1
2005,T,3D9.1BF1769434,SR_Ch1,2003,1,0,0,1,1,0,0,1
2010,T,3D9.1C2C856BA3,SR_Ch1,2008,1,0,0,1,1,0,0,1
2011,,3D9.1C2CDA44C1,SR_Ch1,2009,1,0,0,0,0,0,0,0
2005,,3D9.1BF13BBCE4,SR_Ch1,2002,1,0,0,1,0,0,0,1
2010,,3D9.1C2CC9B69F,SR_Ch1,2008,1,0,0,1,1,0,0,1
2011,,3D9.1C2CFD00BF,SR_Ch1,2009,1,0,0,0,0,0,0,0
2003,,3D9.1BF109E4F2,SR_Ch1,2000,1,0,0,1,1,0,0,1
2016,T,3D9.1BF2752636,SR_Ch1,2014,1,1,0,0,0,0,0,0
2010,T,3D9.1C2C847C53,SR_Ch1,2008,1,0,0,1,1,0,0,1
2016,T,384.3B23A7517F,SR_Ch1,2014,1,1,0,1,1,1,1,1
2010,,3D9.1C2CCBC3C6,SR_Ch1,2008,1,0,0,1,1,0,0,1
2003,,3D9.1BF0DE633F,SR_Ch1,2000,1,0,0,1,1,0,0,1
2003,,3D9.1BF0ED2F1F,SR_Ch1,2000,1,0,0,1,1,0,0,1
2011,,3D9.1C2D30965E,SR_Ch1,2009,1,0,0,1,0,0,0,1
2001,,5204770342,SR_Ch1,1999,1,0,0,0,0,0,0,1
2005,T,3D9.1BF1139044,SR_Ch1,2002,1,0,0,1,1,0,0,1
2018,,3DD.00778B9866,SR_Ch1,2016,1,1,0,0,0,0,0,0
2014,,3D9.1C2D92A5C2,SR_Ch1,2011,1,1,0,1,1,1,1,1
2006,T,3D9.1BF1B069E6,SR_Ch1,2004,1,0,0,1,1,0,0,1
2011,T,3D9.1BF26477CE,SR_Ch1,2008,1,0,0,1,1,0,0,0
2023,,3DD.003D6634B7,SR_Ch1,2021,1,1,1,1,1,1,1,1
2009,T,3D9.1BF23ACDC7,SR_Ch1,2006,1,0,0,0,0,0,0,0
2017,T,3D9.1BF2721B4E,SR_Ch1,2015,1,1,0,1,1,1,1,1
2014,,3D9.1C2DBEC7C2,SR_Ch1,2012,1,1,0,1,1,1,1,1
2009,,3D9.1BF26957EC,SR_Ch1,2007,1,0,0,1,1,0,0,1
2003,T,3D9.1BF0F5096E,SR_Ch1,2000,1,0,0,1,1,0,0,1
2005,,3D9.1BF11AF5FB,SR_Ch1,2002,1,0,0,1,1,0,0,1
2011,T,3D9.1BF275AAA8,SR_Ch1,2009,1,0,0,1,1,0,0,1
2014,,3D9.1C2D6E1E54,SR_Ch1,2012,1,0,0,0,0,0,0,0
2014,,3D9.1C2DBC101F,SR_Ch1,2012,1,0,0,0,0,0,0,0
2015,,3D9.1C2DF02945,SR_Ch1,2013,1,1,0,1,0,0,0,0
2016,,384.3B239C31A5,SR_Ch1,2013,1,1,0,1,1,1,1,1
2022,T,3DD.003D395ADD,SR_Ch1,2020,1,1,1,1,0,0,0,0
2014,,3D9.1C2DDB2267,SR_Ch1,2012,1,1,0,1,1,1,1,1
2009,,3D9.1C2C3356DC,SR_Ch1,2007,1,0,0,1,1,0,0,1
2008,,3D9.1BF23FD4C8,SR_Ch1,2006,1,0,0,1,1,0,0,1
2003,,3D9.1BF0E1C7AF,SR_Ch1,2000,1,0,0,1,1,0,0,1
2010,T,3D9.1C2C4AC3F3,SR_Ch1,2008,1,0,0,1,1,0,0,1
2014,,3D9.1C2D7E7020,SR_Ch1,2011,1,1,0,1,1,1,1,1
2018,,3DD.007789E527,SR_Ch1,2016,1,1,1,1,1,1,1,1
2008,T,3D9.1BF1A2A8A4,SR_Ch1,2005,1,0,0,1,0,0,0,0
2002,T,3D9.1BF0E8E153,SR_Ch1,2000,1,0,0,0,0,0,0,0
2003,,3D9.1BF0DE6BAC,SR_Ch1,2000,1,0,0,1,1,0,0,1
2007,T,3D9.1BF228070D,SR_Ch1,2005,1,0,0,1,1,0,0,1
2012,,3D9.1C2D3781E2,SR_Ch1,2010,1,0,0,1,1,0,0,1
2010,,3D9.1C2C3302DE,SR_Ch1,2008,1,0,0,1,1,0,0,1
2016,T,3DD.007741EBF0,SR_Ch1,2014,1,1,0,1,1,1,1,1
2023,,3DD.003D3F1840,SR_Ch1,2021,1,1,1,1,1,1,1,1
2010,,3D9.1C2CA469ED,SR_Ch1,2008,1,0,0,1,1,0,0,1
2024,,3DD.003D6E819E,SR_Ch1,2022,1,1,1,1,0,0,0,0
2010,T,3D9.1C2C9A6522,SR_Ch1,2008,1,0,0,1,1,0,0,1
2011,,3D9.1C2CDA7C7C,SR_Ch1,2009,1,0,0,1,1,0,0,1
2020,,3DD.0077AAF9D4,SR_Ch1,2018,1,1,1,1,1,1,1,1
2010,T,3D9.1C2C4AAB11,SR_Ch1,2008,1,0,0,1,1,0,0,1
2021,,3DD.00779EEE02,SR_Ch1,2019,1,1,1,1,0,0,0,0
2002,,3D9.1BF0F94468,SR_Ch1,2000,1,0,0,1,0,0,0,1
2012,,3D9.1BF27DD8CF,SR_Ch1,2010,1,0,0,1,1,0,0,1
2014,,3D9.1C2D7E5F58,SR_Ch1,2012,1,1,0,1,1,1,1,1
2023,,3DD.003D65E268,SR_Ch1,2021,1,1,1,1,1,1,1,1
2000,,5119613A20,SR_Ch1,1998,1,0,0,0,0,0,0,1
2002,T,3D9.1BF0FA24F4,SR_Ch1,2000,1,0,0,1,0,0,0,1
2004,,3D9.1BF146A84A,SR_Ch1,2002,1,0,0,1,1,0,0,1
2012,,3D9.1C2D7A2C16,SR_Ch1,2010,1,0,0,0,0,0,0,0
2015,,384.3B23A30131,SR_Ch1,2013,1,1,0,1,0,0,0,0
2017,,3D9.1C2DDB2514,SR_Ch1,2015,1,1,0,1,1,1,1,1
2015,T,3D9.1BF276DD47,SR_Ch1,2013,1,1,0,1,1,1,1,1
2011,T,3D9.1C2CA213FD,SR_Ch1,2008,1,0,0,1,1,0,0,1
2002,T,3D9.1BF0E602BF,SR_Ch1,2000,1,0,0,1,0,0,0,1
2003,T,3D9.1BF0FA0C94,SR_Ch1,2000,1,0,0,1,1,0,0,1
2016,T,3D9.1C2E04B327,SR_Ch1,2013,1,1,0,1,1,1,1,1
2012,,3D9.1C2D815183,SR_Ch1,2010,1,0,0,1,1,0,0,0
2004,,3D9.1BF13C8632,SR_Ch1,2002,1,0,0,1,1,0,0,1
2010,T,3D9.1C2C4ADA9D,SR_Ch1,2008,1,0,0,0,0,0,0,0
2024,T,3DD.003D9F4FB0,SR_Ch1,2022,1,1,1,1,1,1,1,1
2003,,3D9.1BF109477F,SR_Ch1,2000,1,0,0,1,1,0,0,1
